"","X","code","sdate","gear","zone15e","zone15n","temp","do","vegd","stratum","richness","shannon","year"
"3184","BKCP427",12008701,"06/21/2018","M",638605,4854662,21.5,5.4,NA,"BWC-S",18,2.69991287815053,2018
"3185","BHMW612",12008702,"06/21/2018","M",639055,4854212,21.8,6.4,NA,"MCB-U",12,2.37013495488236,2018
"3186","CARP203",12008771,"08/02/2018","M",640905,4828612,22.9,4.4,1,"IMP-S",5,1.42444277850362,2018
"3187","BHMW613",12008505,"08/03/2017","M",642605,4846312,26.7,9,NA,"BWC-S",12,2.18443872999759,2017
"3188","BKSS176",12008508,"08/03/2017","M",643305,4842012,25,6,2,"BWC-S",6,1.73286795139986,2017
"3189","BLGL1068",12008509,"08/03/2017","M",643255,4840912,25.1,8.6,2,"SCB",6,1.4205719259467,2017
"3190","BKSS177",12008510,"08/03/2017","M",641255,4844762,26.9,10,2,"BWC-S",10,1.95159242699915,2017
"3191","BLGL1070",12008511,"08/07/2017","M",641855,4827762,22.8,14.2,2,"IMP-S",4,1.32966134885476,2017
"3192","BHMW614",12008641,"10/09/2017","M",636153,4858538,16.3,7.7,NA,"TWZ",9,1.8880151192338,2017
"3193","BLGL1072",12008642,"10/09/2017","M",638955,4857162,16.2,6.2,2,"BWC-S",1,0,2017
"3194","BLGL1073",12008643,"10/09/2017","M",638755,4857362,16.7,7.7,NA,"BWC-S",1,0,2017
"3195","BLGL1074",12008644,"10/09/2017","M",638805,4853162,16.7,7.8,NA,"SCB",3,0.735621939758795,2017
"3196","BKBH16",12008645,"10/09/2017","M",641455,4850012,17,7.3,1,"BWC-S",5,1.56071040904141,2017
"3197","BLGL1076",12008646,"10/09/2017","M",641555,4849612,17.2,6.5,1,"BWC-S",2,0.376770161256437,2017
"3198","BLGL1077",12008648,"10/09/2017","M",642505,4848512,17.4,7.5,NA,"BWC-S",1,0,2017
"3199","BHMW615",12008698,"06/21/2018","M",635973,4857966,21.8,6.4,NA,"TWZ",14,2.46497089129566,2018
"3200","BHMW616",12008699,"06/21/2018","M",636153,4858538,21.7,5.6,NA,"TWZ",17,2.68218621166953,2018
"3201","BHMW617",12008700,"06/21/2018","M",638255,4855512,21.7,6,NA,"SCB",5,1.20487620655116,2018
"3202","BKCP429",12008813,"08/15/2018","M",643305,4841562,27.7,7.5,2,"BWC-S",9,1.98696677023484,2018
"3203","BKCP430",12008814,"08/20/2018","M",640805,4845412,26.7,10.3,2,"MCB-U",10,1.99623958432166,2018
"3204","BLGL1082",12006771,"08/04/2011","M",635973,4857966,27.8,7.2,NA,"TWZ",5,1.5498260458782,2011
"3205","BLGL1083",12006772,"08/04/2011","M",636153,4858538,27,5.2,NA,"TWZ",9,2.06206954130016,2011
"3206","BHMW618",12006773,"08/04/2011","M",636505,4858012,27.1,5,NA,"MCB-U",19,2.71272913747844,2011
"3207","BLGL1085",12006964,"06/18/2012","M",641955,4844262,24.3,6.7,1,"BWC-S",7,1.76700919107457,2012
"3208","BLGL1086",12006965,"06/18/2012","M",641655,4843212,25.3,8.7,1,"BWC-S",8,1.92512119079082,2012
"3209","BKCP431",12006966,"06/18/2012","M",641755,4843112,25.3,6.6,1,"BWC-S",6,1.58216994292525,2012
"3210","BWFN59",12007154,"09/17/2012","M",642555,4836912,18.7,5.7,2,"IMP-S",2,0.693147180559945,2012
"3211","BLGL1088",12008748,"07/23/2018","M",641255,4843562,24.8,4.2,2,"BWC-S",9,2.06920246582036,2018
"3212","BLGL1089",12008749,"07/23/2018","M",641005,4846462,25,6.9,1,"MCB-U",10,2.15973161607549,2018
"3213","BHMW619",12008750,"07/23/2018","M",640155,4842862,25,6.1,1,"MCB-U",18,2.69277898778613,2018
"3214","BKSS179",12008798,"08/13/2018","M",635973,4857966,26.6,9.2,2,"TWZ",9,2.10657733323212,2018
"3215","BHMW620",12008799,"08/13/2018","M",636153,4858538,26.8,9.4,NA,"TWZ",13,2.43600292899213,2018
"3216","BDDR3",12008800,"08/13/2018","M",640805,4847762,27,8.8,2,"BWC-S",13,2.20785808661799,2018
"3217","BHMW621",12008801,"08/13/2018","M",639905,4853762,27.5,1.1,NA,"SCB",12,2.36272730754135,2018
"3218","BDDR4",12008802,"08/13/2018","M",638855,4856762,28,9.5,NA,"BWC-S",16,2.62022052530692,2018
"3219","BHMW623",12008843,"09/04/2018","M",639705,4840462,23.3,8,NA,"MCB-U",11,2.19765355941704,2018
"3220","BKCP436",12008873,"09/20/2018","M",639355,4844012,19.6,0.8,2,"BWC-S",4,1.27703425946614,2018
"3221","BKCP437",12008874,"09/20/2018","M",639955,4843762,20,2.6,1,"BWC-S",5,1.51710639706103,2018
"3222","BKCP438",12008877,"09/20/2018","M",641255,4841362,21.5,6.8,2,"BWC-S",14,2.43556997469146,2018
"3223","BHMW624",12008878,"09/20/2018","M",639705,4840562,21.5,7.4,NA,"MCB-U",8,1.95134960625207,2018
"3224","BKBH17",12008930,"10/11/2018","M",638955,4837762,11.7,5.4,2,"BWC-S",4,1.03356205420682,2018
"3225","BLGL1101",12008932,"10/11/2018","M",641005,4828362,11.2,8.5,1,"IMP-S",2,0.693147180559945,2018
"3226","BLGL1102",12008935,"10/11/2018","M",641205,4835012,11.8,8.6,2,"IMP-S",4,0.983087758574785,2018
"3227","BHMW625",12008729,"07/10/2018","M",639305,4836812,26,6.6,1,"SCB",8,2.02532622077007,2018
"3228","BKBH18",12008731,"07/10/2018","M",639205,4843912,25.5,4.1,1,"BWC-S",10,2.24297322643815,2018
"3229","BLGL1105",12008733,"07/10/2018","M",640755,4840362,26.8,7.9,1,"BWC-S",7,1.83102048111352,2018
"3230","ERSN562",12009029,"07/16/2019","M",638655,4854862,26.6,6.2,1,"SCB",9,2.14584175259475,2019
"3231","ERSN563",12009030,"07/16/2019","M",638305,4854462,26.3,7.1,1,"MCB-U",5,1.6094379124341,2019
"3232","BHMW626",12007980,"08/24/2015","M",641555,4843462,21.1,11.4,1,"BWC-S",1,0,2015
"3233","BLGL1106",12007981,"08/24/2015","M",642205,4843512,21.1,9.5,1,"SCB",8,1.83473514935728,2015
"3234","BKCP440",12008023,"09/16/2015","M",641605,4843062,19.1,5.8,2,"BWC-S",9,1.92862354816974,2015
"3235","BLGL1108",12008025,"09/16/2015","M",642355,4845212,22.3,11.2,2,"BWC-S",6,1.58325845942048,2015
"3236","BHMW627",12008075,"10/01/2015","M",636153,4858538,18.6,7.9,NA,"TWZ",17,2.66973500955155,2015
"3237","BHMW628",12008076,"10/01/2015","M",637055,4856012,19.3,8.6,NA,"MCB-U",13,2.39996290731255,2015
"3238","ERSN567",12008077,"10/01/2015","M",638505,4854612,19.1,8.3,NA,"MCB-U",1,0,2015
"3239","BLGL1111",12008081,"10/05/2015","M",639805,4838462,15.6,10.9,1,"SCB",9,1.98120755073562,2015
"3240","BKSS186",12008135,"06/15/2016","M",643305,4839012,24.9,5.6,1,"IMP-S",12,2.19822835758647,2016
"3241","CARP209",12008136,"06/15/2016","M",642555,4837012,25.5,6.4,1,"IMP-S",7,1.84622021932163,2016
"3242","BKSS187",12008172,"06/28/2016","M",639705,4838562,25.6,10.9,1,"BWC-S",7,1.62422258823347,2016
"3243","BKSS188",12008235,"08/02/2016","M",641905,4842812,26.8,5.8,1,"BWC-S",13,2.35980001318363,2016
"3244","BLGL1113",12008236,"08/02/2016","M",642505,4844412,27.2,5.9,1,"SCB",7,1.87116041423181,2016
"3245","BLGL1114",12008295,"09/13/2016","M",641705,4848212,21.1,6.9,NA,"MCB-U",2,0.376770161256437,2016
"3246","BKCP442",12008296,"09/13/2016","M",641305,4849312,21.1,6.8,NA,"SCB",4,1.07354284640852,2016
"3247","BLGL1116",12008298,"09/13/2016","M",639605,4850512,21.5,7.8,NA,"MCB-U",5,1.04379388084415,2016
"3248","BLGL1117",12008300,"09/13/2016","M",639105,4855362,20.9,5.7,2,"BWC-S",6,1.2265558156134,2016
"3249","BKCP443",12008301,"09/13/2016","M",637805,4856112,21.1,5.3,1,"BWC-S",4,1.27302833658963,2016
"3250","BKCP444",12008302,"09/13/2016","M",635973,4857966,21.5,8.6,2,"TWZ",7,1.50688334886411,2016
"3251","BHMW629",12008303,"09/13/2016","M",636153,4858538,21,7.5,NA,"TWZ",14,2.3188184143683,2016
"3252","BLGL1121",12008862,"09/12/2018","M",642005,4840562,22.3,8.4,2,"SCB",6,1.3497923961724,2018
"3253","BKCP445",12008971,"06/18/2019","M",642455,4843862,20.7,7.2,1,"SCB",8,2.04319187054512,2019
"3254","BKCP446",12009014,"07/10/2019","M",639655,4841912,24.4,6.8,1,"MCB-U",16,2.66807870221748,2019
"3255","JYDR328",12009015,"07/10/2019","M",640455,4841512,25.8,7.4,1,"BWC-S",6,1.79175946922805,2019
"3256","GDSN220",12009016,"07/10/2019","M",639905,4840462,25.9,6.2,2,"SCB",5,1.55958115625988,2019
"3257","MDDR135",12009017,"07/10/2019","M",640755,4840412,26,7.4,1,"BWC-S",3,1.09861228866811,2019
"3258","BKCP447",12009063,"08/07/2019","M",635875,4858050,26.4,9.1,2,"TWZ",14,2.52469950024888,2019
"3259","BHMW630",12009064,"08/07/2019","M",636300,4858400,25.9,7.9,NA,"TWZ",9,2.02622962299529,2019
"3260","GZSD177",12009065,"08/07/2019","M",636555,4857912,26,8.2,NA,"MCB-U",5,1.30309240376172,2019
"3261","BLGL1125",12009070,"08/07/2019","M",640705,4849362,26.5,8.8,NA,"MCB-U",4,1.27703425946614,2019
"3262","BHMW631",12009160,"09/17/2019","M",639805,4838912,20.8,8.3,1,"MCB-U",17,2.47721715805941,2019
"3263","BHMW632",12009162,"09/19/2019","M",643655,4841712,20.9,6.1,1,"BWC-S",9,2.09814738913507,2019
"3264","BKSS192",12008612,"09/21/2017","M",643405,4840912,22,7.7,2,"BWC-S",11,2.11450837425761,2017
"3265","BLGL1129",12008711,"06/28/2018","M",642005,4842812,24.7,6.4,1,"BWC-S",8,2.07944154167984,2018
"3266","CARP211",12008712,"06/28/2018","M",641955,4842312,24.9,6.4,1,"BWC-S",9,2.09814738913507,2018
"3267","BHMW633",12008714,"06/28/2018","M",642205,4842162,24.8,6.3,1,"SCB",9,2.16395565688206,2018
"3268","BLGL1130",12008774,"08/02/2018","M",641305,4835662,24.5,7.6,1,"IMP-S",9,2.09472904752765,2018
"3269","BKCP449",12008819,"08/20/2018","M",640855,4843762,26.7,12.4,2,"MCB-U",12,2.22341310779993,2018
"3270","BHMW634",12008857,"09/12/2018","M",642355,4844762,21.4,8,2,"BWC-S",8,1.84074872856928,2018
"3271","BLGL1133",12008859,"09/12/2018","M",641705,4842912,21.1,7,2,"BWC-S",6,1.47350238508065,2018
"3272","BKSS193",12008860,"09/12/2018","M",641555,4841362,21.8,8.8,2,"BWC-S",12,2.15967260835638,2018
"3273","BLGL1135",12008901,"10/02/2018","M",641205,4847262,13.9,8.7,NA,"MCB-U",5,1.55958115625988,2018
"3274","BLGL1136",12008903,"10/02/2018","M",639455,4850162,14.1,8.5,1,"SCB",3,0.950270539233235,2018
"3275","BHMW635",12008905,"10/02/2018","M",639205,4854812,13.9,9,2,"BWC-S",5,1.28687263039802,2018
"3276","CMMW19",12008963,"06/18/2019","M",641955,4845712,20.6,6.8,1,"BWC-S",8,2.01981499249295,2019
"3277","GDSN225",12008964,"06/18/2019","M",642105,4845812,20.7,6.8,1,"BWC-S",6,1.62602069242075,2019
"3278","BHMW636",12008966,"06/18/2019","M",643605,4845312,20.7,7.2,1,"BWC-S",2,0.673011667009257,2019
"3279","BLGL1138",12008968,"06/18/2019","M",643605,4844512,20.8,7.3,1,"BWC-S",2,0.598269588585257,2019
"3280","BWFN67",12009008,"07/08/2019","M",641555,4841262,26.2,7.8,1,"SCB",8,1.97300140639361,2019
"3281","BLGL1139",12008892,"10/01/2018","M",638555,4858512,12.5,7.4,1,"BWC-S",2,0.562335144618808,2018
"3282","BHMW637",12008895,"10/01/2018","M",636293,4858410,13.6,8.3,NA,"TWZ",5,1.41848366194566,2018
"3283","BKCP452",12008896,"10/01/2018","M",635958,4857973,18.2,8.3,2,"TWZ",7,1.64246146045888,2018
"3284","BHMW638",12008897,"10/01/2018","M",636605,4857012,14.3,8.5,NA,"MCB-U",3,0.735621939758795,2018
"3285","BKSS194",12008900,"10/02/2018","M",640905,4845862,13.9,8.8,NA,"MCB-U",3,1.09861228866811,2018
"3286","CARP213",12009002,"07/02/2019","M",642405,4827112,25.7,9.3,1,"IMP-S",8,1.89036277533887,2019
"3287","BWFN68",12009003,"07/02/2019","M",641005,4828462,25.1,8.8,2,"IMP-S",8,1.92739212613927,2019
"3288","BKCP453",12009005,"07/02/2019","M",639155,4834862,23.3,6.5,1,"IMP-S",13,2.44130263780762,2019
"3289","BHMW639",12009006,"07/08/2019","M",640555,4849512,25.4,6.6,NA,"MCB-U",5,1.49417513828931,2019
"3290","BLGL1143",12009007,"07/08/2019","M",641255,4844962,26.1,7.5,1,"BWC-S",1,0,2019
"3291","BHMW640",12009103,"08/21/2019","M",643655,4844612,24.1,8,1,"SCB",7,1.77823330579971,2019
"3292","BLGL1145",12009104,"08/21/2019","M",643955,4844562,24.1,4.4,1,"BWC-S",9,2.13833305950803,2019
"3293","BHMW641",12009107,"08/21/2019","M",643455,4846362,24.4,9.6,2,"SCB",9,2.02622962299529,2019
"3294","BLGL1147",12009109,"08/21/2019","M",643055,4845412,25.9,5.9,2,"BWC-S",6,1.59922125658727,2019
"3295","BLGL1148",12009153,"09/17/2019","M",639905,4840412,20.6,7.6,2,"BWC-S",8,1.95125950414396,2019
"3296","BHMW642",12009155,"09/17/2019","M",640955,4841162,20.5,7.7,2,"BWC-S",5,1.41274463686385,2019
"3297","BKCP454",12009237,"07/01/2020","M",640855,4839062,27.1,NA,2,"BWC-S",10,2.24595208072891,2020
"3298","CARP218",12009244,"07/09/2020","M",641155,4843162,29,8.9,1,"BWC-S",5,1.42706104338072,2020
"3299","BKSS196",12009245,"07/09/2020","M",640605,4842062,28.9,8.5,NA,"SCB",13,2.45257001329592,2020
"3300","BHMW643",12009246,"07/09/2020","M",640305,4842062,28.8,8.9,1,"MCB-U",9,2.09814738913507,2020
"3301","BKCP455",12009247,"07/09/2020","M",640155,4842812,28,9.2,NA,"MCB-U",14,2.47677375255165,2020
"3302","BLGL1153",12008815,"08/20/2018","M",640855,4843462,26,10.4,NA,"BWC-S",7,1.77823330579971,2018
"3303","BKCP456",12008816,"08/20/2018","M",640905,4843112,25.8,2.5,2,"BWC-S",6,1.46433260721116,2018
"3304","BLGL1155",12008817,"08/20/2018","M",639755,4842262,26.2,10.4,1,"SCB",5,1.42706104338072,2018
"3305","BKCP457",12008956,"10/22/2018","M",643805,4840412,8.1,10.6,1,"BWC-S",5,1.2947749214475,2018
"3306","BLGL1157",12008958,"10/22/2018","M",643255,4835712,7.9,10.7,1,"IMP-S",6,1.55190149794374,2018
"3307","BHMW644",12008997,"07/02/2019","M",639655,4837812,23.1,6.5,NA,"MCB-U",19,2.80298701174889,2019
"3308","BKCP459",12008998,"07/02/2019","M",640605,4836462,23.5,7,1,"IMP-S",7,1.88915916375402,2019
"3309","BKBH19",12009053,"08/01/2019","M",643105,4835362,26,8.8,2,"IMP-S",8,1.93560050545395,2019
"3310","BHMW645",12009140,"09/11/2019","M",641755,4842512,20.4,7.6,1,"BWC-S",8,1.6062159868875,2019
"3311","BLGL1160",12009144,"09/11/2019","M",644105,4841362,21.1,4.1,2,"BWC-S",3,0.735621939758795,2019
"3312","BHMW646",12009148,"09/11/2019","M",641755,4841862,20.7,7.7,1,"BWC-S",6,1.56544510706333,2019
"3313","BLGL1162",12009185,"10/02/2019","M",635875,4858050,18.3,7.3,1,"TWZ",4,1.11896886688163,2019
"3314","TPMT287",12009186,"10/02/2019","M",636300,4858400,18,7.4,NA,"TWZ",2,0.636514168294813,2019
"3315","BKCP460",12007194,"10/01/2012","M",644355,4841962,15.5,12,2,"BWC-S",4,1.25508113740142,2012
"3316","NTPK115",12007253,"06/17/2013","M",642054,4847811,22.5,7.6,2,"BWC-S",4,1.33217904021012,2013
"3317","SFSN662",12007254,"06/17/2013","M",642504,4846561,22.1,7.8,1,"SCB",1,0,2013
"3318","BKCP461",12007362,"08/08/2013","M",643654,4842211,23.6,11,2,"BWC-S",14,2.52701455753335,2013
"3319","BLGL1165",12007363,"08/08/2013","M",643304,4840611,23.7,12.7,2,"BWC-S",5,1.6094379124341,2013
"3320","BLGL1166",12007474,"09/26/2013","M",639704,4852862,19.3,9.7,1,"BWC-S",3,0.867563228481461,2013
"3321","BHMW647",12007476,"09/26/2013","M",639754,4851612,19.1,8.2,1,"MCB-U",6,1.79175946922805,2013
"3322","BLGL1168",12007478,"09/26/2013","M",636855,4856512,19.4,8.3,NA,"MCB-U",3,1.03972077083992,2013
"3323","BLGL1169",12009133,"09/09/2019","M",641055,4839812,19.2,5,1,"BWC-S",4,1.14905969697062,2019
"3324","BLGL1170",12009172,"09/24/2019","M",641355,4827912,20.3,6.7,1,"IMP-S",4,1.07354284640852,2019
"3325","BLGL1171",12009173,"09/24/2019","M",641155,4834462,20.3,5.9,2,"IMP-S",4,0.836988216785836,2019
"3326","BHMW648",12009177,"09/24/2019","M",641305,4835612,21.2,8,1,"IMP-S",8,1.83929674797766,2019
"3327","BHMW649",12009218,"06/25/2020","M",638955,4852762,23.3,NA,NA,"SCB",9,1.82245668650523,2020
"3328","BHMW650",12009219,"06/25/2020","M",639905,4853462,23.4,NA,1,"MCB-U",16,2.61395687495728,2020
"3329","BLGL1174",12009220,"06/25/2020","M",636300,4858400,23.2,NA,NA,"TWZ",5,1.6094379124341,2020
"3330","BKCP462",12009221,"06/25/2020","M",635875,4858050,25.7,NA,1,"TWZ",10,2.15006022448424,2020
"3331","BHMW651",12009347,"08/24/2020","M",642755,4840462,25.9,6.9,1,"BWC-S",9,2.14584175259475,2020
"3332","BKCP463",12009350,"08/24/2020","M",642155,4842012,26.5,5.8,1,"BWC-S",10,2.21106887114461,2020
"3333","BLGL1177",12009351,"08/24/2020","M",642005,4843212,26.2,7.3,2,"SCB",4,1.15374194270109,2020
"3334","BHMW652",12009353,"08/24/2020","M",641155,4843462,26.6,8.1,1,"BWC-S",10,2.12020822394067,2020
"3335","BHMW653",12009354,"08/24/2020","M",640355,4841712,26.2,7.3,1,"BWC-S",8,1.90853528164356,2020
"3336","BKSS199",12009211,"10/16/2019","M",640955,4849112,9.5,9.6,NA,"MCB-U",3,1.03972077083992,2019
"3337","BHMW654",12009214,"10/16/2019","M",640705,4845112,9.9,9.9,1,"MCB-U",2,0.636514168294813,2019
"3338","BLGL1181",12009270,"07/23/2020","M",643355,4838912,23.1,7.3,2,"IMP-S",5,1.5498260458782,2020
"3339","BKBH20",12009272,"07/23/2020","M",643405,4836962,22,3.3,2,"IMP-S",11,2.34393298130802,2020
"3340","BLGL1183",12009274,"07/23/2020","M",643005,4835162,24.2,10.2,2,"IMP-S",6,1.48781671640145,2020
"3341","BHMW655",12009407,"09/21/2020","M",641205,4845112,17,8.8,1,"BWC-S",11,2.1431010943009,2020
"3342","BHMW656",12008340,"10/03/2016","M",639205,4836062,17.2,7.5,1,"SCB",7,1.3377439052177,2016
"3343","BLGL1186",12008341,"10/03/2016","M",639605,4830312,17.4,6.7,1,"IMP-S",6,1.43598982854484,2016
"3344","BHMW657",12008540,"08/21/2017","M",635973,4857966,25.1,9.1,1,"TWZ",12,2.28067714658592,2017
"3345","BHMW658",12008541,"08/21/2017","M",636153,4858538,23.4,7.4,NA,"TWZ",7,1.84139037484597,2017
"3346","BLGL1189",12008542,"08/21/2017","M",638905,4853312,23.6,8.5,NA,"SCB",2,0.693147180559945,2017
"3347","BLGL1190",12008546,"08/23/2017","M",640805,4836362,21.6,8.4,2,"IMP-S",2,0.562335144618808,2017
"3348","BHMW659",12008620,"09/26/2017","M",639805,4839362,23.4,8.9,1,"MCB-U",9,2.08376603748565,2017
"3349","BLGL1192",12008667,"10/17/2017","M",643355,4837762,13,8.7,1,"IMP-S",3,0.943348392329039,2017
"3350","BKCP466",12009252,"07/14/2020","M",642855,4847712,26.9,7.3,1,"BWC-S",7,1.81214281035847,2020
"3351","BLGL1194",12009253,"07/14/2020","M",642205,4845012,26.8,9.1,2,"BWC-S",6,1.69574253416963,2020
"3352","BKCP467",12009256,"07/14/2020","M",642205,4844262,26.9,8.2,2,"SCB",6,1.73286795139986,2020
"3353","BLGL1196",12009392,"09/16/2020","M",640205,4837862,19.2,7.8,2,"BWC-S",5,1.47350238508065,2020
"3354","BKSS204",12009393,"09/16/2020","M",641305,4835662,19.3,8.7,2,"IMP-S",7,1.84622021932163,2020
"3355","BLGL1197",12009394,"09/16/2020","M",641205,4835712,19.6,9.2,2,"IMP-S",7,1.76776147228933,2020
"3356","BLGL1198",12009458,"10/19/2020","M",640205,4843512,8.9,10.7,NA,"SCB",4,1.16828245017656,2020
"3357","BHMW660",12009521,"07/06/2021","M",640855,4844562,27.8,9.2,1,"SCB",8,1.77213938843753,2021
"3358","BHMW661",12009525,"07/06/2021","M",641005,4842712,27.9,10.5,NA,"SCB",5,1.5498260458782,2021
"3359","BHMW662",12009527,"07/06/2021","M",642755,4840712,27.9,9.6,1,"BWC-S",10,2.18634021417301,2021
"3360","BHMW663",12009641,"08/25/2021","M",643005,4846112,25.9,6.9,1,"BWC-S",9,1.92512119079082,2021
"3361","BHMW664",12009643,"08/25/2021","M",642705,4845112,25.7,6.8,1,"SCB",4,1.2636544318821,2021
"3362","BLGL1202",12009649,"08/31/2021","M",643455,4829112,22,3.5,2,"IMP-S",4,1.2882523050229,2021
"3363","BLGL1203",12009650,"08/31/2021","M",643155,4827812,23.5,5.3,NA,"IMP-S",5,1.52295506753132,2021
"3364","BLGL1204",12009651,"08/31/2021","M",642555,4826012,23.2,1.3,2,"MCB-U",3,0.950270539233235,2021
"3365","BKCP468",12009013,"07/10/2019","M",639305,4842062,26.6,9.2,1,"BWC-S",10,2.1081697690535,2019
"3366","BHMW665",12009156,"09/17/2019","M",641305,4840962,20.7,8.1,1,"BWC-S",14,2.31074902973676,2019
"3367","BHMW666",12009157,"09/17/2019","M",639555,4841812,20.5,7.9,NA,"MCB-U",5,1.51710639706103,2019
"3368","BKSS206",12009159,"09/17/2019","M",640555,4839012,21.1,8.3,2,"SCB",6,1.67698777432242,2019
"3369","BHMW667",12009248,"07/14/2020","M",640555,4849512,26.5,8.4,NA,"MCB-U",16,2.54791969284966,2020
"3370","BHMW668",12009249,"07/14/2020","M",641405,4846912,26.7,8.1,1,"SCB",12,1.75381968915003,2020
"3371","BLGL1211",12009316,"08/05/2020","M",643355,4837512,26.6,10.6,2,"IMP-S",9,2.04319187054512,2020
"3372","BLGL1212",12009389,"09/16/2020","M",640655,4839262,18.5,3.9,1,"BWC-S",5,1.51108617607361,2020
"3373","BKCP469",12009440,"10/12/2020","M",635875,4858050,15.3,8.7,2,"TWZ",11,2.05678076463207,2020
"3374","BHMW669",12009441,"10/12/2020","M",636300,4858400,15.4,8.5,NA,"TWZ",6,1.41051355711484,2020
"3375","BLGL1215",12009442,"10/12/2020","M",638305,4854812,15.4,8.7,NA,"MCB-U",11,2.08055716002842,2020
"3376","BLGL1216",12009443,"10/12/2020","M",639455,4850812,15.5,8.7,1,"MCB-U",8,2.02532622077007,2020
"3377","BHMW670",12009445,"10/12/2020","M",641055,4849012,16,8.9,NA,"MCB-U",8,1.97300140639361,2020
"3378","BKCP470",12009446,"10/12/2020","M",642405,4847362,16.2,6.4,2,"BWC-S",7,1.88915916375402,2020
"3379","BKCP471",12009306,"08/03/2020","M",642005,4845862,24.1,7.7,1,"BWC-S",8,1.92306578432415,2020
"3380","BHMW671",12009308,"08/03/2020","M",641405,4843162,24.3,7.8,1,"BWC-S",8,1.99134641341099,2020
"3381","BHMW672",12009309,"08/05/2020","M",639155,4837212,23.3,7.7,2,"SCB",13,2.27742760573213,2020
"3382","BKSS208",12009311,"08/05/2020","M",640755,4828862,22.5,8.5,2,"IMP-S",6,1.67698777432242,2020
"3383","BKSS209",12009313,"08/05/2020","M",642905,4834562,23.2,10.8,2,"IMP-S",7,1.8446214763655,2020
"3384","SNGR178",12009314,"08/05/2020","M",642605,4836962,22.6,8.9,2,"IMP-S",2,0.693147180559945,2020
"3385","BHMW673",12009497,"06/21/2021","M",638955,4853312,24.5,7.4,1,"SCB",16,2.6839240196369,2021
"3386","BLGL1225",12009570,"07/27/2021","M",639605,4831262,26.2,6.9,1,"IMP-S",11,2.25526573355609,2021
"3387","BHMW674",12009625,"08/18/2021","M",641655,4842912,26,9.2,2,"BWC-S",10,2.13232129598127,2021
"3388","BHMW675",12009626,"08/18/2021","M",641405,4840812,26,9.8,2,"SCB",12,2.29938528086157,2021
"3389","BLGL1228",12009678,"09/16/2021","M",644005,4843862,20.1,5.6,1,"SCB",3,0.900256051268537,2021
"3390","BLGL1229",12009680,"09/16/2021","M",643555,4843912,20.6,5.9,1,"BWC-S",3,0.867563228481461,2021
"3391","MMSN443",12009682,"09/16/2021","M",642255,4844862,20.9,9.4,1,"SCB",4,1.38629436111989,2021
"3392","BHMW676",12009683,"09/16/2021","M",641755,4842112,21.8,13.5,1,"BWC-S",11,2.1872709920631,2021
"3393","BHMW677",12009685,"09/16/2021","M",642205,4841912,21.4,8.7,2,"BWC-S",7,1.73249239579023,2021
"3394","NFSH11",12009188,"10/02/2019","M",637605,4856762,18,7.4,NA,"SCB",1,0,2019
"3395","BKCP473",12009189,"10/02/2019","M",638705,4856712,17.7,6.6,1,"BWC-S",2,0.500402423538188,2019
"3396","BLGL1233",12009190,"10/02/2019","M",639255,4855562,18,6.9,1,"BWC-S",3,0.796311640173813,2019
"3397","BLGL1234",12009191,"10/02/2019","M",639455,4854712,17.9,6.2,1,"BWC-S",2,0.325082973391448,2019
"3398","BKCP474",12009229,"07/01/2020","M",639605,4830312,25.7,9.7,2,"IMP-S",12,2.39470040585833,2020
"3399","BKCP475",12009230,"07/01/2020","M",638905,4837962,27.2,NA,1,"BWC-S",11,2.28978758225031,2020
"3400","BLGL1237",12009235,"07/01/2020","M",640955,4839862,27.9,NA,2,"BWC-S",5,1.56071040904141,2020
"3401","BLGL1238",12009301,"08/03/2020","M",639255,4850112,22.2,5,2,"BWC-S",8,1.77947188767574,2020
"3402","BHMW678",12009302,"08/03/2020","M",639805,4849662,24.5,7.3,1,"SCB",8,1.97920451743432,2020
"3403","BHMW679",12009305,"08/03/2020","M",642655,4846312,24.1,7,NA,"BWC-S",7,1.72982013037992,2020
"3404","BLGL1239",12009364,"08/31/2020","M",640805,4836262,25.3,9.6,1,"MCB-U",7,1.77823330579971,2020
"3405","BLGL1240",12009417,"09/28/2020","M",641005,4828412,16,7.7,2,"IMP-S",3,1.01140426470735,2020
"3406","JYDR366",12009419,"09/28/2020","M",642905,4834662,16.3,7.3,2,"IMP-S",2,0.693147180559945,2020
"3407","BKCP476",12009494,"06/21/2021","M",635875,4858050,22.6,7.6,2,"TWZ",9,2.13839724634772,2021
"3408","BHMW680",12009495,"06/21/2021","M",636300,4858400,23.6,6.7,NA,"TWZ",12,1.93786494612746,2021
"3409","BHMW681",12009496,"06/21/2021","M",637155,4856462,24,6.7,NA,"MCB-U",13,1.89387108886257,2021
"3410","BLGL1242",12009552,"07/19/2021","M",641005,4849412,27.3,10.8,1,"SCB",6,1.72019345921983,2021
"3411","BLGL1243",12009563,"07/26/2021","M",642955,4834062,26.3,3.5,2,"IMP-S",6,1.73286795139986,2021
"3412","BLGL1244",12009567,"07/27/2021","M",643455,4830062,25.7,4.7,2,"IMP-S",5,1.49417513828931,2021
"3413","BKSS214",12009568,"07/27/2021","M",643405,4829762,22.9,3.7,1,"IMP-S",9,2.00819577405688,2021
